,id,overall_status,study_type,start_date,enrollment,title,date_processed,sponsors
3180,NCT04517695,Recruiting,Observational,"August 1, 2020",30,"Blood Volume, Components and Capillary Leak in SARS-CoV-2 Infections","April 14, 2021",NYU Langone Health
3181,NCT04518410,Recruiting,Interventional,"August 19, 2020",2000,Adaptive Platform Treatment Trial for Outpatients With COVID-19 (Adapt Out COVID),"April 14, 2021",National Institute of Allergy and Infectious Diseases (NIAID)
3182,NCT04518514,Recruiting,Interventional,"April 20, 2020",100,Telemedical Risk Assessment and Preoperative Evaluation for Anesthesia During the COVID-19 Pandemic,"April 14, 2021",RWTH Aachen University
3183,NCT04518735,Completed,Observational,"April 1, 2020",1707,Evolution of COVID-19 in Anticoagulated or Antiaggregated Patients,"April 14, 2021",Fundació Institut de Recerca de l'Hospital de la Santa Creu i Sant Pau
3184,NCT04518878,Recruiting,Interventional,"August 31, 2020",30,Combination of Fixed Low-dose Eltrombopag and rhTPO for Treatment of Immune Thrombocytopenia,"April 14, 2021",Peking University People's Hospital
3185,NCT04518969,Recruiting,Interventional,"May 3, 2020",24,"Comparing the Cytokine Clearances of Pro-, and Anti-inflammatory Mediators, Chemokines and Complement in the COVID-19 Patients Treated With CytoSorb as Compared to the Same Patient Population Who do Not Receive Blood Purification Treatment","April 14, 2021",Dr David DE BELS
3186,NCT04519034,Not yet recruiting,Observational,"September 1, 2020",27000,Retrospective Pilot Study of Vitamin D Status and Immune-inflammatory Status in Different UK Populations With COVID-19 Infection,"April 14, 2021",Guy's and St Thomas' NHS Foundation Trust
3187,NCT04519125,Not yet recruiting,Interventional,"August 30, 2020",950,Effectiveness of the Use of Personal Protective Equipment in Addition to Tenofovir/Emtricitabine for the Prevention of the Transmission of SARS-COV-2 to Health Care Personnel. Randomized Clinical Trial,"April 14, 2021",Hospital Universitario San Ignacio
3188,NCT04519216,Recruiting,Interventional,"July 31, 2020",39,"Breastfeeding Education in the Time of COVID-19. Hybrid Telesimulation With Standardized Patients for Pediatric and Family Medicine Trainees, a Randomized Trial","April 14, 2021","University of California, Davis"
3189,NCT04519255,"Active, not recruiting",Observational,"July 1, 2020",60,"Single-center, Open, Prospective, Randomized Pilot Study for Quantitative Analysis of Whole Body Inflammatory Lesions in Recovered COVID-19 Patients by 18F-FDG-PET/CT","April 14, 2021","Fifth Affiliated Hospital, Sun Yat-Sen University"
3190,NCT04519307,"Active, not recruiting",Observational,"March 1, 2020",72,Evaluation of Newborns Presenting With Suspected COVID 19: A Single Center Experience,"April 14, 2021",Dr. Behcet Uz Children's Hospital
3191,NCT04519320,Recruiting,Interventional,"May 18, 2020",140,Medium and Long Term Follow-up of SARS-COV-2 Infected Patients Treated at Besançon and Dijon Hospitals: Research and Characterization of Pulmonary Sequelae,"April 14, 2021",Centre Hospitalier Universitaire de Besancon
3192,NCT04519372,"Active, not recruiting",Observational,"April 1, 2020",4099,SARS-CoV-2 /COVID-19 Admission Screening in a University Hospital Setting (Covid-Screen Quality Control Study),"April 14, 2021","University Hospital, Basel, Switzerland"
3193,NCT04519385,Completed,Interventional,"March 1, 2020",69,Toclizumam Versus Dexamethasone in Severe Covid-19 Cases,"April 14, 2021",South Valley University
3194,NCT04519398,Recruiting,Observational,"August 18, 2020",60,Investigating the Involvement of ACE and Angiotensinogen Genes' Polymorphism Along With Other Thrombophilic Genotypes in Severe Forms of COVID-19 With/Without Thrombotic Events,"April 14, 2021",Grigore T. Popa University of Medicine and Pharmacy
3195,NCT04519411,Recruiting,Interventional,"May 21, 2020",10,Transpulmonary Pressure Measurements in Intubated Children With Covid-19 Respiratory Failure,"April 14, 2021",Mayo Clinic
3196,NCT04519424,Withdrawn,Interventional,September 2020,0,"A Phase 2, Multicenter, Double-blind, Randomized, Placebo-controlled Study to Evaluate CSL324 in Coronavirus Disease 2019 (COVID-19)","April 14, 2021",CSL Behring
3197,NCT04519437,"Active, not recruiting",Interventional,"July 26, 2020",974,"A Phase 1, Randomized, Double-Blind, Placebo-Controlled Study Assessing the Safety, Tolerability, Pharmacokinetics, and Immunogenicity of Repeated Subcutaneous Doses of Anti-Spike (S) SARS-CoV-2 Monoclonal Antibodies (REGN10933+REGN10987) in Adult Volunteers","April 14, 2021",Regeneron Pharmaceuticals
3198,NCT04519502,Recruiting,Observational,"June 23, 2020",26400,Maternal Morbidity and Mortality During the COVID-19 Pandemic,"April 14, 2021",The George Washington University Biostatistics Center
3199,NCT04520191,Not yet recruiting,Observational,"September 1, 2020",529,Home-based Kidney Care in Native Americans of New Mexico (HBKC) -COVID-19 Related Disruption in Health and Health Care,"April 14, 2021",University of New Mexico
3200,NCT04520620,Withdrawn,Interventional,"May 2, 2020",0,Evaluation of the Concentration-effect Relationship of Enoxaparin for Thromboembolic Prevention in COVID-19 Intensive Unit Care Patients.,"April 14, 2021",Centre Hospitalier Universitaire de Saint Etienne
3201,NCT04520815,Recruiting,Observational,"June 24, 2020",200,Assessment of the Prevalence and Kinetics of Diaphragmatic Dysfunction in Elderly Patients With Acute Respiratory Distress,"April 14, 2021",Centre Hospitalier Universitaire de la Réunion
3202,NCT04520880,Not yet recruiting,Observational,August 2020,158,Antibodies Responses to SARS-CoV 2 Infection (COVID-19) in Hospitalized Patients. A Prospective Observational Study,"April 14, 2021",Dammam University
3203,NCT04521010,Completed,Observational,"January 1, 2020",700,Staff Absenteeism and Delivery of Healthcare Services During the COVID-19 Pandemic at Wiktor Dega Orthopedic and Rehabilitation Clinical Hospital in Poznań,"April 14, 2021",Poznan University of Medical Sciences
3204,NCT04521036,Not yet recruiting,Interventional,"December 1, 2020",44,Assessment of the Safety and Efficacy of Convalescent Plasma to Treat COVID-19 Patients With Moderate and Above Illness,"April 14, 2021",Vinmec Research Institute of Stem Cell and Gene Technology
3205,NCT04521088,Recruiting,Observational [Patient Registry],"July 2, 2020",1000,Epidemiological Analysis of Ambulant Patients in a COVID-19 Outpatient Clinic,"April 14, 2021",Wissenschaftliches Institut Bethanien e.V
3206,NCT04521296,Not yet recruiting,Interventional,August 2020,90,"A Double-blind, Randomized, Placebo-controlled, Multi-center, Phase II Study to Evaluate the Efficacy and Safety of DWJ1248 in Patients With Mild to Moderate COVID-19","April 14, 2021",Daewoong Pharmaceutical Co. LTD.
3207,NCT04521309,Completed,Interventional,"June 19, 2020",50,Severe Acute Respiratory Syndrome Corona Virus 2 (SARS-CoV-2) Antibodies Based Intravenous Immunoglobulin (IVIG) Therapy for Severe and Critically Ill COVID-19 Patients,"April 14, 2021",Dow University of Health Sciences
3208,NCT04521322,Recruiting,Interventional,"July 24, 2020",400,"Efficacy of a Nasal Spray Containing Iota-Carrageenan in the Prophylaxis of COVID-19 Disease in Health Personnel Dedicated to Patients Care With COVID-19. Multicenter, Randomized, Double-blind, Placebo-controlled Trial (CARR-COV-02)","April 14, 2021",Ariel Dogliotti
3209,NCT04521400,Not yet recruiting,Interventional,"August 20, 2020",100,"the Investigation Into Beneficial Effects of High-dose Interferon Beta 1-a, Compared to Low-dose Interferon Beta 1-a in Moderate to Severe Covid-19","April 14, 2021",Shahid Beheshti University of Medical Sciences
3210,NCT04521920,Recruiting,Interventional,"November 9, 2020",20,Providing Comprehensive Harm Reduction Via Telemedicine for PWID Using Syringe Services Programs: a Feasibility Study,"April 14, 2021",Duke University
3211,NCT04522037,Recruiting,Observational,"June 1, 2020",200,Retrospective Study of the Measurement of the Efficacy of MORPHINE in the Early Management of Dyspnea in COVID-19 Positive Patients With Moderate to Severe Impairment Without Objective of Resuscitation Management (Level of Care 3 and 4) at the Hospices Civils of Lyon,"April 14, 2021",Hospices Civils de Lyon
3212,NCT04522076,"Active, not recruiting",Observational,"April 6, 2020",1124,Prospective Hospital Registry of Patients With Suspected or Confirmed Coronavirus Infection (COVID-19) and Community-acquired Pneumonia,"April 14, 2021",National Research Center for Preventive Medicine
3213,NCT04522089,Recruiting,Interventional,"August 24, 2020",70,"A Randomized, Single Center, Open-label, Dose-finding, Phase I Study to Evaluate the Safety and Immunogenicity of Pandemic Virus Vaccine, AdimrSC-2f (SARS-CoV-2), in Healthy Volunteers","April 14, 2021",Adimmune Corporation
3214,NCT04522128,Recruiting,Interventional,"May 22, 2020",969,Does Quality of Life Decline During the COVID-19 Pandemic and Can we Change Behaviour to Improve Poor Quality of Life?,"April 14, 2021",University of Manchester
3215,NCT04522310,Recruiting,Observational,"May 20, 2020",183,ProAdrenomedullin Assessment of Multi-Organ Failure in COvid-19 Sepsis,"April 14, 2021",Centre Hospitalier de Lens
3216,NCT04522466,Terminated,Interventional,"April 3, 2020",7,Evaluation of the Pharmacokinetics and Pharmacodynamics of Hydroxychloroquine in COVID-19 Intensive Care Unit Patients,"April 14, 2021",Centre Hospitalier Universitaire de Saint Etienne
3217,NCT04522492,"Active, not recruiting",Interventional,"August 11, 2020",18,Impact of COVID-19 Pandemia on the Mental Health of Patients With Skin Picking Disorder and Their Treatment With Remote Cognitive Behavioral Therapy: Controlled Clinical Trial,"April 14, 2021",Hospital de Clinicas de Porto Alegre
3218,NCT04522713,Recruiting,Interventional,"August 24, 2020",68,Single-Arm Feasibility Study of a Transdiagnostic Course for Common Mental Health Problems in Primary Care,"April 14, 2021",Karolinska Institutet
3219,NCT04522817,Withdrawn,Interventional,"October 5, 2020",0,CLBS119 (Autologous Peripheral Blood Derived CD34+ Cells) for Repair of COVID-19 Induced Pulmonary Damage,"April 14, 2021","Caladrius Biosciences, Inc."
3220,NCT04522830,Completed,Interventional,"July 30, 2020",28,"A Double-blind, Placebo-controlled, Phase 2 Trial of Sublingual Low-Dose Thimerosal in Adults With Symptomatic SARS-CoV-2 Infection","April 14, 2021","Beech Tree Labs, Inc."
3221,NCT04522986,Completed,Interventional,"August 21, 2020",6,An Exploratory Study of ADR-001 in Patients With Severe Pneumonia Caused by SARS-CoV-2 Infection,"April 14, 2021","Rohto Pharmaceutical Co., Ltd."
3222,NCT04523012,Recruiting,Observational,"July 1, 2020",2200,Seroprevalence of SARS-CoV-2 Infection in Patients With HIV Infection,"April 14, 2021",Centre de Recherches et d'Etude sur la Pathologie Tropicale et le Sida
3223,NCT04523051,Recruiting,Observational,"April 1, 2020",40,Rehabilitation After Admission in Intensive Care Unit for COVID-19: an Observational Study,"April 14, 2021",Centre Hospitalier Régional Metz-Thionville
3224,NCT04523090,Recruiting,Interventional,"August 27, 2020",960,"The C3 Nitazoxanide for Mild to Moderate COVID-19 in HIV-infected and HIV-uninfected Adults With Enhanced Risk: a Double-blind, Randomised, Placebo-controlled Trial in a Resource-poor Setting","April 14, 2021",University of Cape Town
3225,NCT04523181,Recruiting,Interventional,"October 8, 2020",174,"A Phase 2 Randomized, Double-blind, Placebo-controlled, Proof of Concept Study to Evaluate the Safety and Efficacy of Antroquinonol in Hospitalized Patients With Mild to Moderate Pneumonia Due to COVID-19","April 14, 2021",Golden Biotechnology Corporation
3226,NCT04523246,Recruiting,Interventional,"September 1, 2020",250,"Training the Innate Immune System Against SARS-CoV-2 (COVID-19) Using the Shingrix Vaccine in Nursing Home Residents: A Randomized, Doubled-Blinded, Comparative Group Observational Study","April 14, 2021",Barbara Carlson
3227,NCT04523571,"Active, not recruiting",Interventional,"July 28, 2020",144,"Safety and Immunogenicity of SARS-CoV-2 mRNA Vaccine (BNT162b1) in Chinese Healthy Subjects: A Phase I, Randomized, Placebo-controlled, Observer-blind Study","April 14, 2021",BioNTech RNA Pharmaceuticals GmbH
3228,NCT04523610,Recruiting,Interventional,"October 2, 2020",258,Telehealth Intervention Program for Older Adults (TIP-OA) Struggling With Mental Health/Cognitive Issues,"April 14, 2021",Lady Davis Institute
3229,NCT04523831,Completed,Interventional,"June 1, 2020",400,A Phase III Trial to Promote Recovery From Covid 19 With Combined Doxycycline and Ivermectin Along Standard Care,"April 14, 2021",Dhaka Medical College
3230,NCT04524052,Not yet recruiting,Interventional,August 2020,32,"Phase I Study to Evaluate the Safety, Tolerability, Pharmacodynamics (PD) and Pharmacokinetics (PK) of DWRX2003 (Niclosamide IM Depot) Injection Following Intramuscular Administration in Healthy Volunteers","April 14, 2021",Daewoong Pharmaceutical Co. LTD.
3231,NCT04524156,Not yet recruiting,Interventional,"October 4, 2020",100,COVID-19 : Transcutaneous pO2 and pCO2 as Predictive Factors for Acute Respiratory Destress Syndrome in Patients Affected With SARS-Cov-2,"April 14, 2021",Erasme University Hospital
3232,NCT04524234,Completed,Observational,"April 20, 2020",132,Cardiac Dysfunction in Critically Ill Patients With COVID-19,"April 14, 2021","Sahlgrenska University Hospital, Sweden"
3233,NCT04524286,Recruiting,Observational,"November 6, 2020",60,The Role of a Midwifery Continuity of CARE Model in Reducing Health Inequalities in Childbearing Women and Babies Living on a Low-income: The Mi-CARE Study,"April 14, 2021",Bournemouth University
3234,NCT04524507,Recruiting,Interventional,"August 27, 2020",56,"IGHID 12021 - A Randomized, Phase II Study Comparing the Efficacy and Safety of Standard Versus High-Titer Anti-SARS-CoV2 Neutralizing Antibody Plasma in Hospitalized Patients With COVID-19","April 14, 2021","University of North Carolina, Chapel Hill"
3235,NCT04524520,Recruiting,Observational,"May 5, 2020",30,"COVID19-OR (SARS-CoV-2):Observation, Risk & Recovery. An Observational Study Exploring Risk Assessment and Recovery From COVID-19 (SARS-CoV-2) Infection in Hospitalised Patients","April 14, 2021",Western Sussex Hospitals NHS Trust
3236,NCT04524598,Recruiting,Interventional,"July 20, 2020",410,Limbix Spark: A CBT-based Mobile Intervention as First Line Treatment for Adolescent Depression During COVID-19,"April 14, 2021","Limbix Health, Inc."
3237,NCT04524663,Recruiting,Interventional,"December 19, 2020",120,"A Phase 2 Randomized, Double Blinded, Placebo Controlled Study of Oral Camostat Mesilate Compared to Standard of Care in Subjects With Mild-Moderate COVID-19","April 14, 2021",Stanford University
3238,NCT04524715,Not yet recruiting,Interventional,"March 31, 2021",64,Low-Level Laser Therapy Treatment of Lung Inflammation in COVID-19 Patients,"April 14, 2021",Ward Photonics LLC
3239,NCT04524754,Recruiting,Observational,"July 11, 2020",218,Prevalence and Outcomes of Olfactory and Gustatory Dysfunctions in Patients With COVID-19,"April 14, 2021",Ain Shams University
3240,NCT04524962,Recruiting,Interventional,"September 15, 2020",30,Phase I/IIA Study of Descartes-30 in Acute Respiratory Distress Syndrome,"April 14, 2021",Cartesian Therapeutics
3241,NCT04525079,Recruiting,Interventional,"July 18, 2020",32,"A Phase 1, Randomized, Double-blind, Placebo-controlled, Parallel Group, Single Ascending Dose Study to Evaluate the Safety, Tolerability and Pharmacokinetics of CT-P59 in Healthy Subjects","April 14, 2021",Celltrion
3242,NCT04525287,Recruiting,Observational,"February 20, 2020",1000,Prediction Models for Diagnosis and Prognosis of Severe COVID-19,"April 14, 2021","Second Affiliated Hospital, School of Medicine, Zhejiang University"
3243,NCT04525378,Recruiting,Interventional,"July 1, 2020",20,Mesenchymal Stromal Cell-based Therapy for COVID-19-associated Acute Respiratory Distress Syndrome: a Pilot Clinical Study,"April 14, 2021",D'Or Institute for Research and Education
3244,NCT04525404,Recruiting,Observational,"November 12, 2020",228,MOIST Study: Multi-Organ Imaging With Serial Testing in COVID-19 Infected Patients,"April 14, 2021",University of Alberta
3245,NCT04525417,Completed,Interventional,"April 25, 2020",75,Use of Rapid Covid-19 Antibody Test Marketed by AAZ Laboratories in Healthcare Workers Presumably Being Infected by SARS-CoV-2,"April 14, 2021",Groupe d'Etude sur le Risque d'Exposition des Soignants aux Agents Infectieux
3246,NCT04525443,Completed,Observational,"June 3, 2020",110,Assessment of Endothelial Vasodilator Function in COVID-19 Patients,"April 14, 2021","Hospital San Carlos, Madrid"
3247,NCT04525521,Recruiting,Observational,"December 1, 2020",40,Hand Sanitizer Effects on the Skin Barrier,"April 14, 2021",National Jewish Health
3248,NCT04525716,Recruiting,Observational,"March 1, 2020",2000,"How Does Covid-19 Affect Patient Outcome Following Surgery? A Hospital Based Cohort in Stockholm, Sweden","April 14, 2021",Karolinska Institutet
3249,NCT04525742,Completed,Interventional,"July 5, 2020",309,COVID-19 Pandemic From the Perspective of Parents of Disabled Children,"April 14, 2021",Gaziosmanpasa Research and Education Hospital
3250,NCT04525820,Recruiting,Interventional,"December 15, 2020",80,"High Dose Vitamin-D Substitution in Patients With COVID-19: a Randomized Controlled, Multi Center Study","April 14, 2021",Prof. Dr. Jörg Leuppi
3251,NCT04525911,Recruiting,Observational,"August 26, 2020",258,Assessment of Long-term Impact Post COVID-19 for Patients and Health Care Professionals of the European Hospital,"April 14, 2021",Hôpital Européen Marseille
3252,NCT04526054,Recruiting,Interventional,"September 3, 2020",30,Longitudinal and Comparative Study of Morphological Abnormalities of the Olfactory Bulb on MRI and Olfactometry in Anosmic Versus Normosmic COVID-19 Patients,"April 14, 2021",Hopital Foch
3253,NCT04526145,Not yet recruiting,Interventional,"April 1, 2021",30,Operating Under Resilience (OUR) Project: Stress and Emotion Management for Black/African American Women With Hypertension In a Covid--19 Social Distancing Society,"April 14, 2021",Ohio State University
3254,NCT04526405,Completed,Observational,"July 14, 2020",63,Study on the Frequency of COVID-19 Antibodies in Patients With Hereditary Hematological Diseases Subject to Chronic Transfusion Support.,"April 14, 2021",University of Milano Bicocca
3255,NCT04526717,Not yet recruiting,Interventional,December 2021,15,"Phase 1, Open Label, Single Arm Study to Evaluate the Safety, Tolerability and Efficacy of MPT0B640 in Patients With COVID-19 Infection","April 14, 2021",Joseah Bio
3256,NCT04526769,Not yet recruiting,Observational,September 2020,30,Detecting SARS-CoV-2 Virus in Tears From Patients With COVID-19,"April 14, 2021",University of Minnesota
3257,NCT04526821,Not yet recruiting,Interventional,"September 1, 2020",336,"Bovine Lactoferrin for the Prevention of COVID-19 Infection in Physicians and Nurses in Hospitals in Lima, Peru: a Double Blinded Randomized Clinical Trial (LF-COVID)","April 14, 2021",Universidad Peruana Cayetano Heredia
3258,NCT04526912,Recruiting,Interventional,"August 28, 2020",48,A Proof of Concept Study of the Safety and Efficacy of VIB7734 for the Treatment and Prevention of Acute Lung Injury (ALI) in Patients With SARS-CoV-2 Infection,"April 14, 2021",Viela Bio
3259,NCT04526925,Completed,Interventional,"August 29, 2020",10,A Physiologic Research to Assess the Effect of an Inline Filter During Cardiopulmonary Exercise Testing (CPET): A Healthy Volunteer Study,"April 14, 2021",Rush University Medical Center
3260,NCT04526977,Recruiting,Observational,"January 10, 2021",90,"Differences in Susceptibility and Cytokine Profile, Specific CD4/CD8 T Cell Response, Toll Like Receptors (TLRs) and Killer Immunoglobulin-like Receptors (KIRs) Among HIV-1-infected Individuals With Previous or Current COVID-19","April 14, 2021",Asociacion para el Estudio de las Enfermedades Infecciosas
3261,NCT04526990,Recruiting,Interventional,"September 15, 2020",40000,"A Global Multicenter, Randomized, Double-blind, Placebo -Controlled, Adaptive Designed Phase Ⅲ Clinical Trial to Evaluate the Efficacy, Safety and Immunogenicity of Ad5-nCoV in Adults 18 Years of Age and Older","April 14, 2021",CanSino Biologics Inc.
3262,NCT04527081,"Active, not recruiting",Interventional,"August 31, 2020",30,"A Randomized, Open-label, Non-controlled Phase I/II Study to Assess Safety and Immunogenicity of Twice or Three Times Dosing of Intramuscular AG0302-COVID19 (2mg) in Healthy Adults","April 14, 2021","AnGes, Inc."
3263,NCT04527133,"Active, not recruiting",Interventional,"June 11, 2020",30,An Open Non-comparative Study of the Efficacy and Safety of Aprotinin in Patients Hospitalized With COVID-19,"April 14, 2021",Aviron LLC
3264,NCT04527198,Not yet recruiting,Interventional,September 2020,40,Brainstem Dysfunction in Ventilated and Deeply Sedated COVID-19 Critically Ill Patients: a Prospective Observational Study,"April 14, 2021",Assistance Publique - Hôpitaux de Paris
3265,NCT04527211,Not yet recruiting,Interventional,"September 7, 2020",550,"Effectiveness and Safety of Ivermectin for the Prevention of Covid-19 Infection in Colombian Health Personnel at All Levels of Care, During the 2020 Pandemic: A Randomized Clinical Controled Trial","April 14, 2021",Javeriana University
3266,NCT04527224,Not yet recruiting,Interventional,"December 1, 2021",10,A Phase I/Ⅱa Trial to Explore the Safety and Efficacy of Allogenic Adipose Tissue-derived Mesenchymal Stem Cell (AstroStem-V) Therapy in Patients With COVID-19 Pneumonia,"April 14, 2021",Nature Cell Co. Ltd.
3267,NCT04527315,Recruiting,Observational [Patient Registry],"July 17, 2020",350,Assessment of ICU and Non-ICU Survivors: A Creation of a COVID Survivorship Database,"April 14, 2021",NYU Langone Health
3268,NCT04527354,Completed,Interventional,"September 1, 2020",60,"Multicenter, Randomized, Double-blind, Placebo-controlled Pilot Study of Treamid Efficacy and Safety in the Rehabilitation of Patients After COVID-19 Pneumonia","April 14, 2021",PHARMENTERPRISES LLC
3269,NCT04527432,Recruiting,Interventional,"December 16, 2020",3000,"A Pilot Assessment of the COVID-19 Antibody Status and Associated Factors, in Individuals Employed by a Large Acute NHS Trust During the Coronavirus Pandemic","April 14, 2021",The Royal Wolverhampton Hospitals NHS Trust
3270,NCT04527458,Completed,Observational,"February 24, 2020",70000,Case Fatalities in Hospitalised COVID-19 Patients in the UK: An ISARIC Study,"April 14, 2021",University of Edinburgh
3271,NCT04527471,"Active, not recruiting",Interventional,"September 4, 2020",45,"A Single-center, Pilot, Randomized, Double-blind, Placebo-controlled Study to Evaluate the Efficacy and Safety of Ensifentrine in the Recovery of Hospitalized Patients With COVID-19","April 14, 2021",Verona Pharma Inc
3272,NCT04527497,Recruiting,Observational,"August 1, 2020",50,Clinical Course and Treatment of COVID-19 Inpatients in Hospital,"April 14, 2021",Wissenschaftliches Institut Bethanien e.V
3273,NCT04527562,Completed,Interventional,"July 14, 2020",299,"Colchicine in Moderate Symptomatic COVID-19 Patients: Double Blind, Randomized, Placebo Controlled Trial to Observe the Efficacy","April 14, 2021",Dhaka Medical College
3274,NCT04527575,"Active, not recruiting",Interventional,"July 27, 2020",100,"Simple, Blind, Placebo-controlled, Randomized Study of the Safety, Reactogenicity and Immunogenicity of Vaccine Based on Peptide Antigens for the Prevention of COVID-19 (EpiVacCorona), in Volunteers Aged 18-60 Years (I-II Phase)","April 14, 2021","Federal Budgetary Research Institution State Research Center of Virology and Biotechnology ""Vector"""
3275,NCT04527601,Completed,Observational,"August 21, 2020",885,Extremely Premature Births During the Peak of the COVID-19 Pandemic: an International Study of the Active SafeBoosC III Departments,"April 14, 2021","Rigshospitalet, Denmark"
3276,NCT04527614,Enrolling by invitation,Interventional,"September 24, 2020",2000,Influence of Prior Infection With COVID-19 on Occurrence of Influenza-like Illness or Acute Respiratory Infection (PICOV) A Multicentre Academic Prospective Cohort Study in Nursing Home During the Winter Season 2020-2021,"April 14, 2021",Sciensano
3277,NCT04527835,Recruiting,Observational,"October 1, 2020",18,"Presentation, Clinical Course and Patterns of Myocardial Damage Due to Viral Myocarditis","April 14, 2021",Assiut University
3278,NCT04528329,Recruiting,Interventional,"August 30, 2020",300,"Anosmia and / or Ageusia in COVID-19: Timeline, Treatment With Early Corticosteroid and Recovery","April 14, 2021",ClinAmygate
3279,NCT04528368,Recruiting,Interventional,"December 11, 2020",60,Efficacy and Safety of Using Convalescent Plasma for Treating Patients With COVID-19 Pneumonia Without Indication of Ventilatory Support,"April 14, 2021",D'Or Institute for Research and Education
3280,NCT04528641,"Active, not recruiting",Interventional,"August 10, 2020",90,"A Phase 1, Dosage-Escalation Study to Assess the Safety and Immunogenicity of a COVID-19 Vaccine GRAd-COV2 in Healthy Adults and Elderly Subjects","April 14, 2021",ReiThera Srl
3281,NCT04528667,Recruiting,Interventional,"January 6, 2021",400,"A Phase 2, Randomized, Double-Blind, Placebo-controlled Study of the Safety and Efficacy of STI-5656 (Abivertinib Maleate) in Subjects Hospitalized Due to COVID-19","April 14, 2021","Sorrento Therapeutics, Inc."
3282,NCT04528771,Not yet recruiting,Interventional,"October 31, 2020",21,Phase 1b Safety Trial for S-Nitrosylation Therapy to Treat COVID-19 Induced Respiratory Distress,"April 14, 2021",Robert Schilz
3283,NCT04528888,Not yet recruiting,Interventional,"September 1, 2020",210,"Steroids and Unfractionated Heparin in Critically Ill Patients With Pneumonia From COVID-19 Infection. A Multicenter, Interventional, Randomized, Three Arms Study Design","April 14, 2021",Massimo Girardis
3284,NCT04528901,Recruiting,Observational,"September 4, 2020",1080,Study of seroPREvalence Vis-à-vis SARS-CoV2 and Correlation With Clinical Forms of COVID-19 in Patients Followed in Pneumology in the Cluster Area of the Grand-Est Region (Strasbourg University Hospital),"April 14, 2021","University Hospital, Strasbourg, France"
3285,NCT04528927,Withdrawn,Interventional,"May 15, 2020",0,"Evaluation of the Efficacy and Safety of Treatments for Patients Hospitalized for COVID-19 Infection Without Signs of Acute Respiratory Failure, in Tunisia Multicentric Randomized Comparative Study","April 14, 2021",Abderrahmane Mami Hospital
3286,NCT04529408,Recruiting,Observational,"August 26, 2020",60,EARSATS-19: In-ear Measurement of Blood Oxygen Saturation in COVID-19 Follow up,"April 14, 2021",Imperial College London
3287,NCT04529421,Enrolling by invitation,Observational,"September 4, 2020",70000,Relationship Between In-person Instruction and COVID-19 Incidence Among University Students: A Prospective Cohort Study,"April 14, 2021",Oslo Metropolitan University
3288,NCT04529447,Completed,Observational,"June 10, 2020",485,Hospital Operational Response Strategy and Experience During the COVID-19 Pandemic in a Spine-specialty Korean Medicine Training Hospital,"April 14, 2021",Jaseng Hospital of Korean Medicine
3289,NCT04529460,Not yet recruiting,Observational,"September 1, 2020",200,Post Market Clinical Study of a Point of Care COVID-19 IgG-IgM Rapid Test in Healthy Volunteers,"April 14, 2021",Royal Free Hospital NHS Foundation Trust
3290,NCT04529499,"Active, not recruiting",Interventional,"August 20, 2020",780,"A Multi-center, Randomized, Double Blind, Placebo Controlled Clinical Trial Evaluating the Efficacy and Safety of Favipiravir in Moderate to Severe COVID-19 Patients","April 14, 2021",Dr. Reddy's Laboratories Limited
3291,NCT04529525,Recruiting,Interventional,"August 19, 2020",500,"Ivermectin to Prevent Hospitalizations in COVID-19: Randomized, Double-blind, Placebo-controlled","April 14, 2021",Instituto de Cardiología de Corrientes
3292,NCT04530136,Recruiting,Interventional,"November 30, 2020",120,"Recombinant Human C1 Esterase Inhibitor (Ruconest®) in the Prevention of Severe SARS-CoV-2 Infection in Hospitalized Patients With COVID-19: a Randomized, Parallel-group, Open-label, Multi-center Pilot Trial in the United States (PROTECT-COVID-19-US)","April 14, 2021",Pharming Technologies B.V.
3293,NCT04530188,Not yet recruiting,Interventional,November 2020,68,Effects of Sevoflurane on Extravascular Lung Water and Pulmonary Vascular Permeability in Patients With Acute Respiratory Distress Syndrome,"April 14, 2021",Bicetre Hospital
3294,NCT04530357,Completed,Interventional,"September 19, 2020",244,"Randomized, Blind, Placebo-controlled Phase- i Study and Randomized, Open Phase Phase-ii Study of QAZCOVID-IN®- COVID-19 Inactivated Vaccine in Healthy Adult Volunteers From 18 Years Old and Elder","April 14, 2021",Research Institute for Biological Safety Problems
3295,NCT04530370,Recruiting,Interventional,"May 29, 2020",30,Efficacy and Safety of Recovered Covid 19 Plasma Transfusion to Covid 19 Severly Ill Patients,"April 14, 2021",South Valley University
3296,NCT04530396,"Active, not recruiting",Interventional,"September 7, 2020",33758,"Randomized Double-blind Placebo-controlled Multi-center Clinical Trial in Parallel Assignment of Efficacy, Safety, and Immunogenicity of Gam-COVID-Vac Combined Vector Vaccine in SARS-СoV-2 Infection Prophylactic Treatment","April 14, 2021","Gamaleya Research Institute of Epidemiology and Microbiology, Health Ministry of the Russian Federation"
3297,NCT04530409,Recruiting,Interventional,"August 26, 2020",450,Timing of Corticosteroids in COVID-19,"April 14, 2021",ClinAmygate
3298,NCT04530422,Completed,Interventional,"April 15, 2020",250,Efficacy of Sofosbuvir Plus Ledipasvir in Egyptian Patients With COVID-19 Compared to Standard Treatment,"April 14, 2021",Almaza Military Fever Hospital
